sc_id,sc_model_name,sc_model_code,sc_maker,sc_release_date,sc_os,sc_sale_type,sc_display_cm,sc_display_in,sc_display_type,sc_display_resolution,sc_display_ppi,sc_display_hz,sc_display_aspect_ratio,sc_display_size,sc_display_width,sc_display_height,sc_display_hdr,sc_ap_type,sc_core,sc_core_clock,sc_gpu_core,sc_npu_dsp,sc_sensor_hub,sc_modem,sc_ram,sc_Builtin_memory,sc_storage,sc_external_memory,sc_5g,sc_4g,sc_wifi,sc_bluetooth,sc_satellite,sc_usim_type,sc_dual_usim,sc_camera_type,sc_back_camera,sc_front_camera,sc_camera_resolution,sc_flash,sc_photo_resolution,sc_front_resolution,sc_front_video_resolution,sc_camera_aperture,sc_hand_tremor_correction,sc_hand_tremor_protection,sc_camera_flash,sc_hdr_filming,sc_auto_hdr,sc_optical_zoom,sc_geotag,sc_laser_auto_focus,sc_auto_focus,sc_out_focus,sc_touch_focus,sc_panorama,sc_tof,sc_night_photography,sc_iphone_terminal,sc_speaker,sc_high_sound_quality,sc_sound_technology,sc_fingerprint,sc_face,sc_iris,sc_voice,sc_ai,sc_payment,sc_touch_pen,sc_dustproof,sn_etc,sn_charging_terminal,sc_battery,sc_battery_type1,sc_battery_type2,sc_battery_type3,sc_battery_terminal,sc_fast_charge,sc_wireless_charge,sc_color,sc_width,sc_height,sc_thickness,sc_weight
128,G2,LG-F320,lg,2013. 08,안드로이드 4.2.2 Jelly Bean | 안드로이드 4.4 KitKat | 안드로이드 5.0 롤리팝 | 안드로이드 5.1.1 롤리팝,,,5.2,IPS,1080 x 1920,424,,,,64.75,115.12,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260MHz,Qualcomm Adreno 330,,,,2 GB,16GB/32GB,,Micro SD,,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 (Full HD)60 FPS,F/2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Polymer,,일체형,,,,,70.9,138.5,8.9,"143"
129,G Pro2,LG-F350,lg,2014. 02,안드로이드 4.4.2 KitKat | 안드로이드 5.0.1 롤리팝,,,5.9,IPS,1080 x 1920,373,,,,73.47,130.61,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260MHz,Qualcomm Adreno 330,,,,3 GB,16GB/32GB,,Micro SD,,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,,LED,4208 x 3120 (13.1 메가픽셀),1920 x 1080 (2.1 메가픽셀),3840 x 2160 (UHD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,Li-Ion,,분리형,,,,,81.9,157.9,8.3,"172"
130,Gx2,LG-F430,lg,2014. 08,,,,5.7,IPS,720 x 1280,258,,,,,,,,,,,,,,1.5GB,,,Micro SD,,4G,,,,,,,,,,,,,(HD)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,,,분리형,미니 USB,,,,79.2,152.1,9.1,"168"
131,Gx,LG-F310,lg,2013. 12,안드로이드 4.3 Jelly Bean,,,5.5,IPS+,1080 x 1920,401,,,,68.49,121.76,,Qualcomm Snapdragon 600 APQ8064T,4개 (32 비트),1800MHz,Qualcomm Adreno 320,,,,2 GB,32GB,,,,,,4,,,,,,,,LED,4208 x 3120 (13.1 메가픽셀),,1920 x 108 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140,Li-Ion,,분리형,마이크로 USB,,,,76.1,150.6,9.2,"167"
132,G Flex2,LG-F510,lg,2015. 01,안드로이드 5.0.1 롤리팝 | 안드로이드 5.1.1 롤리팝,,,5.5,Curved P-OLED,1080 x 1920,401,,,,68.49,121.76,,Qualcomm Snapdragon 810 MSM8994,8개 (64 비트),2000MHz,Qualcomm Adreno 430,,,,2 GB,16GB/32GB,,Micro SD,,4G,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,,Dual LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),3840 x 2160 (UHD)30 FPS,F/2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Polymer,,"급속충전
일체형",,,,,75.3,149.1,7.1,"152"
133,G Flex,LG-F340,lg,2013. 11,안드로이드 4.2.2 Jelly Bean,,,6,Curved P-OLED,720 x 1280,245,,,,74.72,132.83,,Qualcomm Snapdragon 800 MSM8974AA,4개 (32 비트),2260MHz,Qualcomm Adreno 330,,,,2 GB,32GB,,,,4G,802.11a/b/g/n/ac,4,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),1920 x 1080 (2.1 메가픽셀),3840 x 2160 (Full HD)30 FPS,F/2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,Li-Polymer,,일체형,,,,,81.6,160.5,7.9,"177"
134,Stylus 2,LG-F720,lg,2016. 03,안드로이드 6.0.1 마시멜로우,,,5.7,IPS,720 x 1280,258,,,,70.98,126.19,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,1.5 | 2 GB,16GB,,Micro SD,,4G,802.11b/g/n,4.1,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 (Full HD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Ion,,분리형,,,,,79.6,155,7.4,"145"
135,G 스타일로,LG-F560,lg,2015. 04,안드로이드 5.0 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,IPS,720 x 1280,,,,,70.98,126.19,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,1 | 2 GB,8GB/16GB,,Micro SD,,4G,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,,Dual LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Ion,,분리형,,,,,79.2,154.3,9.6,"163"
136,G3 Stylus,LG-D690,lg,2014. 08,안드로이드 4.4.2 KitKat,,,5.5,IPS,540 x 960,200,,,,68.49,121.76,,MediaTek MT6582,4개 (32 비트),1300MHz,ARM Mali400 MP2,,,,1 GB,8GB,,,,,,4,,마이크로유심 ,,,,,,LED,4128 x 3096 (12.8 메가픽셀),,1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Ion,,분리형,,,,,75.9,149.3,10.2,"163"
137,K10,LG-F670,lg,2016. 01,안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,1.5 GB,16GB,,Micro SD,,4G,802.11b/g/n,4.1,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 (HD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,Li-Ion,,분리형,,,,,74.8,146.6,8.8,"140"
138,U폰,LG-F820,lg,2016. 10,안드로이드 6.0 마시멜로우,,,5.2,IPS,1080 x 1920,424,,,,64.75,115.12,,MediaTek MT6753,8개 (64 비트),1140MHz,ARM MaliT720 MP3,,,,2 GB,32GB,,,,,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Ion,,일체형,,,,,73.2,147.5,6.9,
139,클래스,LG-F620,lg,2015. 09,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5,IPS,720 x 1280,294,,,,62.26,110.69,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,1.5 | 2 GB,16GB,,Micro SD,,4G,802.11a/b/g/n,4.1,,나노유심 ,,,,,,LED,4128 x 3096 (12.8 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 (Full HD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,Li-Ion,,일체형,,,,,71.8,142,7.4,"147"
140,볼트,LG-F540,lg,2015. 04,안드로이드 5.0.2 롤리팝,,,0,IPS,720 x 1280,,,,,58.53,104.05,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,1 GB,8GB,,,,4G,,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),1280 x 720 (0.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,Li-Ion,,분리형,,,,,66.1,133.3,9.9,
141,아카,LG-F520,lg,2014. 11,안드로이드 4.4.2 KitKat,,,5,IPS,720 x 1280,,,,,62.26,110.69,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200MHz,Qualcomm Adreno 305,,,,1.5 GB,16GB,,,,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),1920 x 1080 (2.1 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610,Li-Ion,,분리형,,,,,71.9,138.7,9.9,"135.5"
142,Q9,LM-Q925,lg,2019. 01,안드로이드 8.1 Oreo,,,6.1,IPS,1440 x 3120,563,,,,64.93,140.68,,Qualcomm Snapdragon 821 MSM8996 Pro,8개 (64 비트),2350MHz,Qualcomm Adreno 530,,,,4 GB,64GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3840 x 2160 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3000,Li-Polymer,,"급속충전
일체형",,,,,71.9,153.2,7.9,"159"
143,Q9 One,LM-Q927,lg,2019. 02,안드로이드 8.1 Oreo,,,6.1,IPS,1440 x 3120,422,,,,64.93,140.68,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450MHz,Qualcomm Adreno 540,,,,4 GB,32GB,,,,4G,,5,,나노유심 ,,,,,,LED,4656 x 3492 (16.3 메가픽셀),3264 x 2448 (8 메가픽셀),3840 x 2160 30 FPS,F/1.6,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Polymer,,"급속충전
일체형",,,,,71.9,153.2,7.9,"156"
144,Q8 2018,LM-Q815,lg,2018. 08,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.2,IPS,1080 x 2160,390,,,,70.43,140.85,,Qualcomm Snapdragon 450,8개 (64 비트),1800MHz,Qualcomm Adreno 506,,,,4 GB,64GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4608 x 3456 (15.9 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300,Li-Polymer,,"급속충전
일체형",,,,,77.7,160.1,8.4,"172"
145,Q8,LGM-X800,lg,2017. 08,안드로이드 7.0 누가,,,5.2,IPS,1440 x 2560,565,,,,64.75,115.12,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150MHz,Qualcomm Adreno 530,,,,4 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,Dual LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),3840 x 2160 30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Ion,,"급속충전
일체형",,,,,71.9,149,8,"146"
146,Q7,LM-Q720,lg,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,1080 x 2160,439,,,,62.48,124.95,,Qualcomm Snapdragon 450,8개 (64 비트),1800MHz,Qualcomm Adreno 506,,,,3 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Polymer,,"급속충전
일체형",,,,,69.3,143.8,8.4,"145"
147,Q7 Plus,LM-Q725,lg,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,1080 x 2160,439,,,,62.48,124.95,,Qualcomm Snapdragon 450,8개 (64 비트),1800MHz,Qualcomm Adreno 506,,,,3 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Polymer,,"급속충전
일체형",,,,,69.3,143.8,8.4,"145"
148,Q6,LG-X600,lg,2017. 08,안드로이드 7.1.1 누가 | 안드로이드 8.1 Oreo,,,5.5,IPS,1080 x 2160,439,,,,62.48,124.95,,Qualcomm Snapdragon 435 MSM8940,8개 (64 비트),1400MHz,Qualcomm Adreno 505,,,,3 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Polymer,,일체형,,,,,69.3,142.5,8.1,"149"
149,Q6 Plus,LGM-X600,lg,2017. 08,안드로이드 7.1.1 누가 | 안드로이드 8.1 Oreo,,,5.5,IPS,1080 x 2160,439,,,,62.48,124.95,,Qualcomm Snapdragon 435 MSM8940,8개 (64 비트),1400MHz,Qualcomm Adreno 505,,,,3 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Polymer,,일체형,,,,,69.3,142.5,8.1,"149"
150,V50 ThinQ,LM-V500,lg,2019. 05,안드로이드 9.0 Pie,,,6.4,OLED,1440 x 3120,537,,,,68.12,147.6,,Qualcomm Snapdragon 855,8개 (64 비트),2840MHz,Qualcomm Adreno 640,,,,6 GB,128GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),3264 x 2448 (8 메가픽셀),3840 x 2160 30 FPS,F/1.5,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4000,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,76.1,159.2,8.3,"183"
151,V50s ThinQ,LM-V510,lg,2019. 10,안드로이드 9.0 Pie,,,6.4,OLED,1080 x 2340,403,,,,68.12,147.6,,Qualcomm Snapdragon 855,8개 (64 비트),2840MHz,Qualcomm Adreno 640,,,,6 GB,128GB,,,5G,,,5,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),6528 x 4896 (32 메가픽셀),3840 x 2160 30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,lg pay,,,,,4000,Li-Polymer,,"급속충전
일체형",,,,,75.8,159.3,8.4,"192"
152,V40 ThinQ,LM-V409,lg,2018. 10,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.4,P-OLED,1440 x 3120,537,,,,68.12,147.6,,Qualcomm Snapdragon 845,8개 (64 비트),2800MHz,Qualcomm Adreno 630,,,,6 GB,64GB/128GB,,,,4G,,5,,나노유심 ,,,,,,LED,4032 x 3024 (12.2 메가픽셀),3264 x 2448 (8 메가픽셀),3840 x 2160 30 FPS,F/1.5,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,75.8,158.7,7.7,"169"
153,V35,LM-V350,lg,2018. 07,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880,537,,,,68.16,136.31,,Qualcomm Snapdragon 845,8개 (64 비트),2800MHz,Qualcomm Adreno 630,,,,6 GB,64GB/128GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3840 x 2160 30 FPS,F/1.6,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,75.4,151.7,7.3,"157"
154,V30s ThinQ,LGM-V300S,lg,2018. 03,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880,537,,,,68.16,136.31,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450MHz,Qualcomm Adreno 540,,,,6 GB,128GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4656 x 3492 (16.3 메가픽셀),2560 x 1920 (4.9 메가픽셀),3840 x 2160 30 FPS,F/1.6,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300,Li-Polymer,,"급속충전
일체형",,,무선충전 지원,,75.4,151.7,7.3,"158"
155,V20,LG-F800,lg,2016. 09,안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,IPS,1440 x 2560,515,,,,70.98,126.19,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150MHz,Qualcomm Adreno 530,,,,4 GB,64GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,Dual LED,4608 x 3456 (15.9 메가픽셀),2592 x 1944 (5 메가픽셀),3840 x 2160 (UHD)30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3200,Li-Ion,,급속충전분리형,,,,,78.1,159.7,7.6,"174"
156,V10,LG-F600,lg,2015. 10,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,IPS,1440 x 2560,515,,,,70.98,126.19,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800MHz,Qualcomm Adreno 418,,,,4 GB,64GB,,Micro SD,,4G,802.11a/b/g/n/ac,4.1,,나노유심 ,,,,,,LED,5312 x 2988 (15.9 메가픽셀),2560 x 1920 (4.9 메가픽셀),3840 x 2160 (UHD)30 FPS,F/1.8,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Ion,,급속충전분리형,,,,,79.3,159.6,8.6,"192"
157,X5 2018,LM-X510,lg,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,720 x 1280,267,,,,68.49,121.76,,MediaTek MT6750,8개 (64 비트),1500MHz,ARM MaliT860 MP2,,,,2 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2048 x 1536 (3.2 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4500,Li-Ion,,일체형,,,,,78.1,154.7,8.9,"171"
158,X4,LM-X410,lg,2018. 03,안드로이드 7.1.2 누가,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400MHz,Qualcomm Adreno 308,,,,,16GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Ion,,분리형,,,,,75.1,148.6,8.6,"172.3"
159,X4 Plus,LM-X415,lg,2018. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400MHz,Qualcomm Adreno 308,,,,2 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000,Li-Ion,,분리형,,,,,75.1,148.6,8.6,"172.3"
160,X6 2019,LM-X625,lg,2019. 06,안드로이드 8.1 Oreo,,,6.26,IPS,720 x 1520,269,,,,68.07,143.7,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000MHz,PowerVR GE8320,,,,3 GB,64GB,,,,4G,,5,,나노유심 ,,,,,,Dual LED,4608 x 3456 (15.9 메가픽셀),4160 x 3120 (13 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3500,Li-Polymer,,일체형,,,,,77,161.3,8.7,"172"
161,X4 2019,LM-X420,lg,2019. 04,안드로이드 8.1 Oreo,,,5.7,IPS,720 x 1440,282,,,,64.75,129.5,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000MHz,PowerVR GE8320,,,,2 GB,32GB,,,,4G,,5,,나노유심 ,,,,,,LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,F/2,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3000,Li-Polymer,,일체형,,,,,71.9,153,8.3,"150"
162,X2 2019,LM-X220,lg,2019. 08,안드로이드 9.0 Pie,,,5.45,IPS,720 x 1440,295,,,,61.91,123.82,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300MHz,Qualcomm Adreno 308,,,,2 GB,32GB,,,,4G,,5,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,Li-Ion,,분리형,,,,,71.5,147,8.2,"147"
163,X2 2018,LM-X210,lg,2018. 07,안드로이드 7.1.2 누가,,,5,IPS,720 x 1280,294,,,,62.26,110.69,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300MHz,Qualcomm Adreno 308,,,,2 GB,16GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,3264 x 2448 (8 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2500,Li-Ion,,분리형,,,,,71.9,144.8,8.2,"152"
164,X500,LGM-X320,lg,2017. 06,안드로이드 7.0 누가,,,5.5,IPS,720 x 1280,267,,,,68.49,121.76,,MediaTek MT6750,8개 (64 비트),1500MHz,ARM MaliT860 MP2,,,,2 GB,32GB,,,,4G,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,Li-Polymer,,일체형,,,,,78.1,154.7,8.4,"164"
165,X401,LGM-X401,lg,2017. 11,,,,5.3,,720 x 1280,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,분리형,,,,,148.7,75.29,7.99,"142"
166,X400,LGM-K121,lg,2017. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,MediaTek MT6750,8개 (64 비트),1500MHz,ARM MaliT860 MP2,,,,2 GB,16GB/32GB,,Micro SD,,4G,802.11b/g/n,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 (Full HD)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2800,Li-Ion,,분리형,,,,,75.3,148.7,7.99,"144"
167,X300,LGM-K120,lg,2017. 01,안드로이드 7.0 누가,,,5,IPS,720 x 1280,294,,,,62.26,110.69,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400MHz,Qualcomm Adreno 308,,,,2 GB,16GB,,Micro SD,,4G,802.11b/g/n,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,Li-Ion,,분리형,,,,,72.1,144.8,8.09,"142"
168,엑스파워,LG-F750,lg,2016. 07,안드로이드 6.0 마시멜로우,,,5.3,IPS,720 x 1280,277,,,,66,117.33,,MediaTek MT6735,4개 (64 비트),1300MHz,ARM MaliT720 MP2,,,,2 GB,16GB,,Micro SD,,4G,802.11b/g/n,4.2,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,Li-Ion,,분리형,,,,,74.9,148.9,7.9,"139"
169,X5,LG-F770,lg,2016. 07,안드로이드 6.0 마시멜로우,,,5.5,IPS,720 x 1280,267,,,,68.49,121.76,,,,1300MHz,,,,,2 GB,16GB,,Micro SD,,4G,802.11b/g/n,4.2,,마이크로유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),1920 x 1080 (Full HD)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,Li-Ion,,분리형,,,,,76.9,151.6,7.2,"133"
170,X스킨,LG-F740,lg,2016. 06,,,,5.3,,720 x 1280,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,분리형,,,,,,,,"122"
171,X캠,LG-F690,lg,2016. 06,안드로이드 6.0 마시멜로우,,,5.2,IPS,1080 x 1920,424,,,,64.75,115.12,,MediaTek MT6753,8개 (64 비트),1140MHz,ARM MaliT720 MP3,,,,2 GB,16GB,,,,,,4.2,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520,Li-Ion,,일체형,,,,,73.6,147.5,6.9,"118"
172,X스크린,LG-F650,lg,2016. 03,안드로이드 6.0 마시멜로우,,,4.9,IPS,720 x 1280,300,,,,61.39,109.14,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200MHz,Qualcomm Adreno 306,,,,2 GB,16GB,,,,4G,,4.1,,나노유심 ,,,,,,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),1920 x 1080 30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,Li-Ion,,일체형,,,,,71.8,142.6,7.1,"120"
173,넥서스 5x,LG-H791,lg,2016. 03,안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가 | 안드로이드 7.1.1 누가 | 안드로이드 8.0 Oreo,,,5.2,IPS,1080 x 1920,424,,,,64.75,115.12,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800MHz,Qualcomm Adreno 418,,,,2 GB,16GB/32GB,,,,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,,Dual LED,4032 x 3024 (12.2 메가픽셀),2592 x 1944 (5 메가픽셀),3840 x 2160 30 FPS,F/2,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2700,Li-Polymer,,"급속충전
일체형",,,,,72.6,147,7.9,"136"
174,옵티머스 LTE3,LG-F260,lg,2013. 03,Android,,,4.7,IPS,720 x 1280,312,,,,,,,,,,,,,,2GB,,,Micro SD,,4G,802.11a/b/g/n,,,,,,,,,,,,(Full HD)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540,,,분리형,마이크로 USB,,,,68.2,131.7,9.6,"133"
