sn_id,sn_model_name,sn_model_code,sn_maker,sn_release_date,sn_os,sn_sale_type,sn_display_cm,sn_display_in,sn_display_type,sn_display_resolution,sn_display_ppi,sn_display_hz,sn_display_aspect_ratio,sn_display_size,sn_display_width,sn_display_height,sn_display_hdr,sn_ap_type,sn_core,sn_core_clock,sn_gpu_core,sn_npu_dsp,sn_sensor_hub,sn_modem,sn_ram,sn_Builtin_memory,sn_storage,sn_external_memory,sn_5g,sn_4g,sn_wifi,sn_bluetooth,sn_satellite,sn_usim_type,sn_dual_usim,sn_camera_type,sn_back_camera,sn_front_camera,sn_camera_resolution,sn_flash,sn_photo_resolution,sn_front_resolution,sn_front_video_resolution,sn_camera_aperture,sn_hand_tremor_correction,sn_hand_tremor_protection,sn_camera_flash,sn_hdr_filming,sn_auto_hdr,sn_optical_zoom,sn_geotag,sn_laser_auto_focus,sn_auto_focus,sn_out_focus,sn_touch_focus,sn_panorama,sn_tof,sn_night_photography,sn_iphone_terminal,sn_speaker,sn_high_sound_quality,sn_sound_technology,sn_fingerprint,sn_face,sn_iris,sn_voice,sn_ai,sn_payment,sn_touch_pen,sn_dustproof,sn_etc,sn_charging_terminal,sn_battery,sn_battery_type1,sn_battery_type2,sn_battery_type3,sn_battery_terminal,sn_fast_charge,sn_wireless_charge,sn_color,sn_width,sn_height,sn_thickness,sn_weight
86,갤럭시노트8,SM-N950,samsung,,안드로이드 7.1 (Nougat) | 8.0 (Oreo) | 9 (Pie)Samsung Experience 8.5 | 9.0 | Samsung One UI 1.0,,0,6.3,Super AMOLED Dual-Edge,2960 x 1440,521,60Hz,18.5:9,,,,,삼성 엑시노스 9 Series (8895) SoC.  ,,Samsung Exynos M2 Quad-Core 2.3 GHz CPUARM Cortex-A53 Quad-Core 1.7 GHz CPU,ARM Mali-G71 MP20 546 MHz GPU,미탑재,미탑재,Samsung Exynos Modem 355,6 GB LPDDR4X SDRAM,64/256, UFS 2.1, micro SDXC 규격상 2 TB,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou, QZSS",,,,"1,200만  + 1,200만 ", 800만,,"LED 플래시, 광학 2배줌 지원",,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,전면 상단 별도 센서 탑재,,,,,,국제,"USB 3.1 Gen1 Type-C x 1 (DisplayPort 지원), 3.5 mm 단자 x 1",3300,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),,,,,"미드나잇 블랙, 오키드 그레이, 딥씨 블루, 메이플 골드, 샤이니 화이트",74.8,162.5,8.6,"195"
87,갤럭시노트FE,SM-N935,samsung,,안드로이드 7.0 (Nougat) | 8.0 (Oreo) | 9 (Pie)Samsung Experience 8.1 | 9.0 | Samsung One UI 1.0,,0,5.7,Super AMOLED Dual-Edge,2560 x 1440,518,60Hz,16:9,,,,,삼성 엑시노스 8 Octa (8890) SoC.  ,,Samsung Exynos M1 Quad-Core 2.3 GHz CPUARM Cortex-A53 Quad-Core 1.6 GHz CPU,ARM Mali-T880 12-Core 650 MHz GPU,미탑재,미탑재,Samsung Exynos Modem 335,4 GB LPDDR4 SDRAM,64, UFS 2.0, micro SDXC 규격상 2 TB,,4G,,4.2,"GPS & A-GPS, GLONASS, Beidou",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,전면 상단 별도 센서 탑재,,,,,,"4096 필압(레벨) 틸트 인식 S펜 지원, IP68 등급 방수 방진 지원, 알루미늄 7000 시리즈 프레임심장 박동 인식 센서 내장, SoundAlive 기술 탑재","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3200,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),,,,,"블랙 오닉스, 골드 플래티넘, 실버 티타늄, 블루 코랄",73.9,153.5,7.9,"167"
88,갤럭시노트7,SM-N930,samsung,,안드로이드 6.0 (Marshmallow)삼성 터치위즈 GRACE UX,,0,5.7,Super AMOLED Dual-Edge,2560 x 1440,518,60Hz,16:9,,,,,삼성 엑시노스 8 Octa (8890) SoC.  ,,Samsung Exynos M1 Quad-Core 2.3 GHz CPUARM Cortex-A53 Quad-Core 1.6 GHz CPU,ARM Mali-T880 12-Core 650 MHz GPU,미탑재,미탑재,Samsung Exynos Modem 335,4 GB LPDDR4 SDRAM,64, UFS 2.0, micro SDXC 규격상 2 TB,,4G,,4.2,"GPS & A-GPS, GLONASS, Beidou",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,전면 상단 별도 센서 탑재,,,,,,"4096 필압(레벨) 틸트 인식 S펜 지원, IP68 등급 방수 방진 지원, 알루미늄 7000 시리즈 프레임심장 박동 인식 센서 내장, SoundAlive 기술 탑재, 일부 모델 FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3500,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),,,,,"블랙 오닉스, 골드 플래티넘, 실버 티타늄, 블루 코랄",73.9,153.5,7.9,"169"
89,갤럭시노트5,SM-N920,samsung,,안드로이드 5.1 (Lollipop) | 6.0 (Marshmallow) | 7.0 (Nougat)삼성 터치위즈 네이쳐 UX 4.0 | GRACE UX | Samsung Experience 8.0,,0,5.7,Super AMOLED,2560 x 1440,518,60Hz,16:9,,,,,삼성 엑시노스 7 Octa (7420) SoC.  ,,ARM Cortex-A57 MP4 2.1 GHz CPUARM Cortex-A53 MP4 1.6 GHz CPU,ARM Mali-T760 MP8 772 MHz GPU,미탑재,미탑재,미탑재,4 GB LPDDR4 SDRAM,32/64/128, UFS 2.0,,,4G,,4.2,"GPS & A-GPS, GLONASS, Beidou",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"2048 필압(레벨) 틸트 인식 S펜 지원, 심장 박동 인식 센서 내장, SoundAlive 기술 탑재","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)퀄컴 퀵 차지 2.0 (15 W),,,,,"블랙 사파이어, 화이트 펄, 골드 플래티넘, 실버 티타늄, 핑크 골드",76.1,153.2,7.6,"171"
90,갤럭시노트4,SM-N910,samsung,,안드로이드 4.4 (KitKat) | 5.0 | 5.1 (Lollipop) | 6.0 (Marshmallow)삼성 터치위즈 네이쳐 UX 3.0,,0,5.7,Super AMOLED,2560 x 1440,518,60Hz,16:9,,,,,삼성 엑시노스 7 Octa (5433) SoC.  ,,ARM Cortex-A57 Quad-Core 1.9 GHz CPUARM Cortex-A53 Quad-Core 1.3 GHz CPU,ARM Mali-T760 Hexa-Core 700 MHz GPU,미탑재,미탑재,미탑재,3 GB LPDDR3 SDRAM,32, eMMC 5.0, micro SDXC 규격상 2 TB,,4G,,4.1,"GPS & A-GPS, GLONASS, Beidou",,,,, 370만,,,,,,,,,,,,,,,,,,,,,,,,,스와이프 방식 별도 센서 탑재,,,,,,,,"2048 필압(레벨) 틸트 인식 S펜 지원, 자외선(UV) 및 심장 박동 인식 센서 내장SoundAlive 기술 탑재, 일부 모델 FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, 조도, 근접, 제스처","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"챠콜 블랙, 프로스트 화이트, 브론즈 골드, 블로섬 핑크, 벨벳 레드, 실버",78.6,153.5,8.5,"176"
91,갤럭시노트4 S-LTE,SM-N916,samsung,,안드로이드 4.4 (KitKat) | 5.0 | 5.1 (Lollipop) | 6.0 (Marshmallow)삼성 터치위즈 네이쳐 UX 3.0,,0,5.7,Super AMOLED,2560 x 1440,518,60Hz,16:9,,,,,삼성 엑시노스 7 Octa (5433) SoC.  ,,ARM Cortex-A57 Quad-Core 1.9 GHz CPUARM Cortex-A53 Quad-Core 1.3 GHz CPU,ARM Mali-T760 Hexa-Core 700 MHz GPU,미탑재,미탑재,미탑재,3 GB LPDDR3 SDRAM,32, eMMC 5.0, micro SDXC 규격상 2 TB,,4G,,4.1,"GPS & A-GPS, GLONASS, Beidou",,,,, 370만,,,,,,,,,,,,,,,,,,,,,,,,,스와이프 방식 별도 센서 탑재,,,,,,,,"2048 필압(레벨) 틸트 인식 S펜 지원, 자외선(UV) 및 심장 박동 인식 센서 내장SoundAlive 기술 탑재, 일부 모델 FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, 조도, 근접, 제스처","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"챠콜 블랙, 프로스트 화이트, 브론즈 골드, 블로섬 핑크, 벨벳 레드, 실버",78.6,153.5,8.5,"176"
92,갤럭시노트4 Edge,SM-N915,samsung,,안드로이드 4.4 (KitKat) | 5.0 | 5.1 (Lollipop) | 6.0 (Marshmallow)삼성 터치위즈 네이쳐 UX 3.0,,0,5.7,Super AMOLED,2560 x 1440,518,60Hz,16:9,,,,,삼성 엑시노스 7 Octa (5433) SoC.  ,,ARM Cortex-A57 Quad-Core 1.9 GHz CPUARM Cortex-A53 Quad-Core 1.3 GHz CPU,ARM Mali-T760 Hexa-Core 700 MHz GPU,미탑재,미탑재,미탑재,3 GB LPDDR3 SDRAM,32, eMMC 5.0, micro SDXC 규격상 2 TB,,4G,,4.1,"GPS & A-GPS, GLONASS, Beidou",,,,, 370만,,,,,,,,,,,,,,,,,,,,,,,,,스와이프 방식 별도 센서 탑재,,,,,,,,"2048 필압(레벨) 틸트 인식 S펜 지원, 자외선(UV) 및 심장 박동 인식 센서 내장SoundAlive 기술 탑재, 일부 모델 FM 라디오 지원,  [ 기타 탑재 센서 정보 ]가속도, 기압, 자이로, 지자기, 홀, 조도, 근접, 제스처","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"챠콜 블랙, 프로스트 화이트, 브론즈 골드, 블로섬 핑크, 벨벳 레드, 실버",78.6,153.5,8.5,"176"
93,갤럭시노트3,SM-N900,samsung,,안드로이드 4.3 (Jelly Bean) | 4.4 (KitKat) | 5.0 (Lollipop)삼성 터치위즈 네이쳐 UX 2.0 | UX 3.0 & NTT 도코모 Live UX,,0,0,,,,,,,,,,,,,,,,,3 GB LPDDR3 SDRAM,16/32/64, eMMC 4.5, micro SDXC 및 exFAT 규격상 2 TB,,,,4,,,일부 중국 내수용 모델 듀얼심 지원,,, 200만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 3.1 Gen1 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"제트 블랙, 클래식 화이트, 블러쉬 핑크, 멜롯 레드, 로즈 골드 블랙&화이트",79.2,151.2,8.3,"168"
94,갤럭시노트3 Neo,SM-N750,samsung,,안드로이드 4.3 (Jelly Bean) | 4.4 (KitKat) | 5.1 (Lollipop)삼성 터치위즈 네이쳐 UX 2.0 | UX 3.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,16, eMMC -.-, micro SDXC 최대 64 GB 지원,,,,4,,,일부 모델 듀얼심 지원,,, 200만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"제트 블랙, 클래식 화이트, 민트 레몬, 글램 레드, 핑크",77.4,148.4,8.8,"162"
95,갤럭시노트2,SHV-E250,samsung,,안드로이드 4.1 (Jelly Bean) | 4.3 (Jelly Bean) | 4.4.2 (KitKat)삼성 터치위즈 네이쳐 UX 1.0 | UX 2.0 & NTT 도코모 팔레트 UI | Live UX,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR2 SDRAM,16/32/64, eMMC -.-, micro SDXC 및 exFAT 최대 64 GB 지원,,,,,,,일부 모델 듀얼심 지원 / 스프린트 모델 심카드 슬롯 없음.,,, 190만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"티타늄 그레이, 마블 화이트, 앰버 브라운, 루비 와인, 마샨 핑크, 토파즈 블루",80.5,151.1,9.4,"183"
96,갤럭시노트,SHV-E160,samsung,,안드로이드 2.3 (Gingerbread) | 4.0 (Icecream Sandwich) | 4.1 (Jelly Bean)삼성 터치위즈 4.0 | 네이쳐 UX 1.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,16/32, eMMC 4.5, micro SDXC 및 exFAT 최대 64 GB 지원,,,,3,,,,,, 200만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,국제,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"카본 블랙, 세라믹 화이트, 베리 핑크",82.95,146.85,9.65,"178"
97,갤럭시폴더2,SM-G160,samsung,,안드로이드 6.0 (Marshmallow)삼성 터치위즈 네이쳐 UX 4.0,,0,3.8,TFT-LCD,480 x 800,,60Hz,16:9,,,,,퀄컴 스냅드래곤 425 MSM8917 SoC.  ,,ARM Cortex-A53 MP4 1.4 GHz CPU,퀄컴 Adreno 308 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X6 LTE Modem,2 GB LPDDR3 SDRAM,16/32, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,4.2,"GPS & A-GPS, GLONASS, Beidou",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,USB 2.0 micro Type-B x 1,,,,,,,,"블랙, 와인 레드, 화이트, 블루 블랙, 코랄",60.2,122,16.1,"164"
98,갤럭시 온7 2016,SM-G610,samsung,,안드로이드 6.0 (Marshmallow) | 7.0 (Nougat) | 8.1 (Oreo)삼성 터치위즈 네이쳐 UX 4.0 | Samsung Experience 8.1 | 9.5,,0,5.5,TFT-LCD,1920 x 1080,401,60Hz,16:9,,,,,삼성 엑시노스 7 Octa (7870) SoC.  ,,ARM Cortex-A53 MP8 1.6 GHz CPU,ARM Mali-T830 1 GHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR3 SDRAM,16, eMMC 5.1, micro SDXC 규격상 2 TB,,4G,,4.1,"GPS & A-GPS, GLONASS, Beidou",,,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"에어리어 방식 지문인식 지원, 일부 모델 FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 골드",76,151.7,8,"167"
99,갤럭시와이드,SM-G600,samsung,,안드로이드 6.0 (Marshmallow) | 7.1 (Nougat)삼성 터치위즈 네이쳐 UX 4.0 | Samsung Experience 8.5,,0,5.46,TFT-LCD,1280 x 720,,,16:9,,,,,퀄컴 스냅드래곤 410 MSM8916 SoC.  ,,ARM Cortex-A53 MP4 1.2 GHz CPU,퀄컴 Adreno 306 450 MHz GPU,퀄컴 Hexagon QDSP6 V5 DSP,DSP 대체,Qualcomm Gobi MDM9x25,2 GB LPDDR3 SDRAM,16, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,4.1,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일부 모델 FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트, 골드",77.5,151.8,8.2,"171"
100,갤럭시와이드3,SM-J737,samsung,,안드로이드 8.0 (Oreo) | 9 (Pie) | 10Samsung Experience 9.0 | Samsung One UI 1.1 | 2,,0,5.5,TFT-LCD,1280 x 720,268,,16:9,,,,,삼성 엑시노스 7 Octa (7870) SoC.  ,,ARM Cortex-A53 Octa-Core 1.6 GHz CPU,ARM Mali-T830 Single-Core 1 GHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,32, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,4.2,"GPS & A-GPS, GLONASS, Beidou",,,,," 1,300만",,,,,,,,,,,,,,,,,,,,,,,,,,전면 카메라 인식 방식,,,,,,,"Dolby Atmos 기술 탑재, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 블루 실버",76.2,153.3,8.7,"181"
101,갤럭시알파,SM-G850,samsung,,안드로이드 4.4 (KitKat) | 5.0 (Lollipop)삼성 터치위즈 네이쳐 UX 3.0,,0,4.7,Super AMOLED,1280 x 720,276,60Hz,16:9,,,,,삼성 엑시노스 5 Octa (5430) SoC.  ,,ARM Cortex-A15 Quad-Core 1.8 GHz CPUARM Cortex-A7 Quad-Core 1.3 GHz CPU,ARM Mali-T628 Hexa-Core 600 MHz GPU,미탑재,미탑재,미탑재,2 GB LPDDR3 SDRAM,32, eMMC 5.0,,,4G,,4,"GPS & A-GPS, GLONASS, Beidou",,,,, 210만,,,,,,,,,,,,,,,,,,,,,,,,,스와이프 방식 별도 센서 탑재,,,,,,,,"심장 박동 인식 센서 내장, SoundAlive 기술 탑재,  [ 기타 탑재 센서 정보 ]가속도, 자이로, 지자기, 홀, 조도, 근접","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"차콜 블랙, 다즐링 화이트, 프로스트 골드, 슬릭 실버",65.5,132.4,6.7,"115"
102,갤럭시코어,SHW-M585,samsung,,안드로이드 4.1 (Jelly Bean)삼성 터치위즈 네이쳐 UX 1.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,8, , micro SDXC 최대 64 GB 지원,,,,4,,,일부 모델 듀얼심 지원,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일부 모델 FM라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,, ,8,.,"124"
103,갤럭시코어 Safe,SHW-M580,samsung,,안드로이드 4.1 (Jelly Bean)삼성 터치위즈 네이쳐 UX 1.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,8, , micro SDXC 최대 64 GB 지원,,,,4,,,일부 모델 듀얼심 지원,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일부 모델 FM라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,, ,8,.,"124"
104,갤럭시코어 Advance,SHW-M570,samsung,,안드로이드 4.2 (Jelly Bean)삼성 터치위즈 네이쳐 UX 2.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,8, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,70.5,133.3,9.7,"145"
105,갤럭시W,SM-T255,samsung,,안드로이드 4.3 (Jelly Bean)삼성 터치위즈 네이쳐 UX 2.0,,0,0,,,,,,,,,,,,,,,,,1.5 GB LPDDR2 SDRAM,16, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 200만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VoLTE 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트, 레드",99.6,191.8,8.8,"245"
106,갤럭시줌2,SM-C115,samsung,,안드로이드 4.4 (KitKat)삼성 터치위즈 네이쳐 UX 3.0,,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 200만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일부 모델 VoLTE 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"챠콜 블랙, 시머리 화이트, 일렉트릭 블루", ,2,0,"200"
107,갤럭시윈,SHV-E500,samsung,,기본,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,8, , micro SDXC 최대 64 GB 지원,,,,4,,,일부 모델 듀얼심 지원,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,70.7,133.3,9.7,"143.9"
108,갤럭시라운드,SM-G910,samsung,,안드로이드 4.3 (Jelly Bean) | 4.4 (KitKat)삼성 터치위즈 네이쳐 UX 2.0,,0,0,,,,,,,,,,,,,,,,,3 GB LPDDR3 SDRAM,32, , micro SDXC 및 exFAT 최대 64 GB 지원,,,,4,,,,,, 200만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, Sound Alive, 갤럭시 기어 지원","USB 3.1 Gen1 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,럭셔리 브라운,79.6,151.1,7.9,"154"
109,갤럭시골든,SHV-E400,samsung,,안드로이드 4.2 (Jelly Bean)삼성 터치위즈 네이쳐 UX 2.0,,0,0,,,,,,,,,,,,,,,,,1.5 GB LPDDR2 SDRAM,16, , micro SDXC 및 exFAT 최대 64 GB 지원,,,,4,,,,,, 190만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,USB 2.0 micro Type-B x 1,,,,,,,,샴페인 골드,59.5,118,15.8,"179"
110,갤럭시메가 6.3,SHV-E310,samsung,,안드로이드 4.2 (Jelly Bean) | 4.4 (KitKat)삼성 터치위즈 네이쳐 UX 2.0,,0,6.3,PLS TFT-LCD,1280 x 720,233,,16:9,,,,,퀄컴 스냅드래곤 400 MSM8930AB SoC.  ,,Qualcomm Krait 300 MP2 1.7 GHz CPU,퀄컴 Adreno 305 400 MHz GPU,퀄컴 Hexagon QDSP6 DSP,DSP 대체,Qualcomm Gobi MDM9x15,1.5 GB LPDDR2 SDRAM,16, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,4,"GPS & A-GPS, GLONASS",,,,, 190만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트",88,167.6,8,"205"
111,갤럭시팝,SHV-E220,samsung,,안드로이드 4.1 (Jelly Bean) | 4.4 (Kitkat)삼성 터치위즈 네이쳐 UX 1.0 | 2.0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,, 190만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"스틸 그레이, 크리스탈 화이트, 페스티벌 오렌지",68,134.2,9,"130"
112,갤럭시R style,SHV-E170,samsung,,안드로이드 4.0 (Icecream Sandwich) | 4.1 (Jelly Bean)삼성 터치위즈 네이쳐 UX 1.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,16, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"지상파 DMB 지원, Sound Alive","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,화이트,64.5,128,9.79,"127"
113,갤럭시M style,SHW-M340,samsung,,안드로이드 2.3 (Gingerbread)삼성 터치위즈 4.0 (보급형 경량판),,0,0,,,,,,,,,,,,,,,,,512 MB LPDDR1 SDRAM,4, , micro SDHC 최대 32 GB 지원,,,,3,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,지상파 DMB 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"플래티넘 실버, 블루 블랙, 라벤더 핑크",,,,""
114,갤럭시에이스,SHW-M240,samsung,,안드로이드 2.2 (Froyo) | 2.3 (Gingerbread)삼성 터치위즈 3.0(보급형 경량판),,0,0,,,,,,,,,,,,,,,,,384 MB LPDDR1 SDRAM,512MB, , micro SDHC 최대 32 GB 지원,,,,3,,,일부 모델 듀얼심 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,국제,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,59.9,122.4,11.5,"114"
115,갤럭시U,SHW-M130,samsung,,안드로이드 2.1 (Eclair) | 2.2 (Froyo) | 2.3 (Gingerbread)삼성 터치위즈 3.0 | 4.0,,0,0,,,,,,,,,,,,,,,,,512 MB RAM,, eMMC 4.4 ,  micro SDHC 8 GB 기본 제공,,,,3,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,지상파 DMB 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,59.6,119.5,12.4,"131"
116,갤럭시진2,SM-A202,samsung,,안드로이드 9 (Pie) | 10Samsung One UI 1.1 | 2,,0,5.8,PLS TFT-LCD,1560 x 720,296,60Hz,19.5:9,,,,,삼성 엑시노스 7 Series (7884) SoC.  ,,ARM Cortex-A73 MP2 1.6 GHz CPUARM Cortex-A53 MP6 1.35 GHz CPU,ARM Mali-G71 MP2 770 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR4X SDRAM,32, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"1,300만  + 500만 ", 800만,,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,,,,,,Dolby Atmos 기술 탑재,"USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",3000,내장형 Li-Ion  ,삼성전자 Adaptive Fast Charging (15 W)USB Power Delivery 2.0 (15 W),,,,,"블랙, 화이트",69.7,147.4,8.4,"141"
117,카카오 리틀프렌즈 폰2,SM-J415-KA,samsung,,안드로이드 8.1 (Oreo) | 9 (Pie) | 10Samsung Experience 9.5 | Samsung One UI 1.0 | 2,,0,6,TFT-LCD,1480 x 720,274,60Hz,18.5:9,,,,,퀄컴 스냅드래곤 425 MSM8917 SoC.  ,,ARM Cortex-A53 MP4 1.4 GHz CPU,퀄컴 Adreno 308 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X6 LTE Modem,3 GB LPDDR3 SDRAM,32, eMMC -.-, micro SDXC 규격상 2 TB,,4G,,4.2,"GPS & A-GPS, GLONASS, Beidou",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,전면 카메라 인식 방식,,,,,,,Dolby Atmos 기술 탑재,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 골드",76.9,161.4,7.9,"178"
118,갤럭시 온7 프라임,SM-G611,samsung,,안드로이드 7.1 (Nougat) | 8.1 (Oreo) | 9 (Pie)Samsung Experience 8.5 | 9.5 | Samsung One UI 1.1,,0,5.5,PLS TFT-LCD,1920 x 1080,401,,16:9,,,,,삼성 엑시노스 7 Octa (7870) SoC.  ,,ARM Cortex-A53 MP8 1.6 GHz CPU,ARM Mali-T830 650 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 규격상 2 TB,,4G,,4.2,"GPS & A-GPS, GLONASS, Beidou",,,,," 1,300만",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"에어리어 방식 지문인식 지원, 일부 모델 FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 골드",75,151.7,8,"170"
119,삼성 마스터폰 ,SM-B510,samsung,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,,,,,,,,,메탈릭 실버 (모든통신기기용 대응색상),,,,""
