모델명,모델코드,제조회사,출시일,운영체제,판매방식,화면크기(센치),화면크기(인치),패널종류,화면해상도,ppi,최대주사율,화면비,화면면적,화면폭,화면높이,HDR규격,AP종류,코어갯수,코어클럭,그래픽코어,NPU & DSP,Sensor Hub,시스템램,내장메모리,저장장치,외장메모리,5G,4G,WI-FI주파수,블루투스,위성항법,유심타입,듀얼유심,카메라타입,후면카메라,전면카메라,동영상촬영,Flash,사진촬영 해상도,전면 해상도,전면 동영상 해상도,조리개 값,카메라 특징,손떨림보정,손떨림방지,카메라플래시,HDR촬영지원,오토HDR,광학줌,지오태그,레이저 오토포커스,오토 포커스,아웃 포커스,터치 포커스,파노라마,TOF센서,야간모드 촬영,이어폰단자,스피커,고음질재생,사운드 기술,지문인식,얼굴인식,홍채인식,음성잠금해제,AI/인공지능,전자결제,터치펜,방수/방진,기타,충전단자,배터리용량,배터리타입,배터리특징,배터리장착방식,충전지원,고속충전기술,무선충전,색상,가로,세로,두께,무게
V50s ThinQ,LM-V510,LG전자,2019. 10,안드로이드 9.0 Pie,,,6.4,OLED,1080 x 2340 픽셀,403 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,6 GB,128 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),6528 x 4896 (32 메가픽셀),6528 x 4896 (32 메가픽셀)60 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,lg pay,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,75.8,159.3,8.4,192g
V40 ThinQ,LM-V409,LG전자,2018. 10,안드로이드 8.1 Oreo | 안드로이드 9.0 Pie,,,6.4,P-OLED,1440 x 3120 픽셀,537 ppi,,,,68.12 mm,147.6 mm,,Qualcomm Snapdragon 845,8개 (64 비트),2800 MHz,Qualcomm Adreno 630,,,6 GB,64 GB / 128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,LED,4032 x 3024 (12.2 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.5,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.8,158.7,7.7,169g
V35,LM-V350,LG전자,2018. 07,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 845,8개 (64 비트),2800 MHz,Qualcomm Adreno 630,,,6 GB,64 GB / 128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/1.6,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.4,151.7,7.3,157g
V30s ThinQ,LGM-V300S,LG전자,2018. 03,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450 MHz,Qualcomm Adreno 540,,,6 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4656 x 3492 (16.3 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.6,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.4,151.7,7.3,158g
V30s ThinQ,LGM-V300,LG전자,2018. 03,안드로이드 8.0 Oreo | 안드로이드 9.0 Pie,,,6,P-OLED,1440 x 2880 픽셀,537 ppi,,,,68.16 mm,136.31 mm,,Qualcomm Snapdragon 835 MSM8998,8개 (64 비트),2450 MHz,Qualcomm Adreno 540,,,6 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4656 x 3492 (16.3 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.6,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,75.4,151.7,7.3,158g
V20,LG-F800,LG전자,2016. 09,안드로이드 7.0 누가 | 안드로이드 8.0 Oreo,,,5.7,IPS,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 820 MSM8996,4개 (64 비트),2150 MHz,Qualcomm Adreno 530,,,4 GB,64 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3200 mAh,Li-Ion,급속충전분리형,,,,-,,78.1,159.7,7.6,174g
엘지 V10,LG-F600,LG전자,2015. 10,안드로이드 5.1.1 롤리팝 | 안드로이드 6.0 마시멜로우,,,5.7,IPS,1440 x 2560 픽셀,515 ppi,,,,70.98 mm,126.19 mm,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800 MHz,Qualcomm Adreno 418,,,4 GB,64 GB,,Micro SD,LTE,4G,802.11a/b/g/n/ac,4.1,,나노유심 ,,,,,3840 x 2160 (UHD)30 FPS,LED,5312 x 2988 (15.9 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,급속충전분리형,,,,-,,79.3,159.6,8.6,192g
X5,LM-X510,LG전자,2018. 06,안드로이드 8.0 Oreo,,,5.5,IPS,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,2 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2048 x 1536 (3.2 메가픽셀),2048 x 1536 (3.2 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,4500 mAh,Li-Ion,일체형,,,,-,,78.1,154.7,8.9,171g
엘지X4,LM-X410,LG전자,2018. 03,안드로이드 7.1.2 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,미확인,16 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,와이드앵글 렌즈,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,75.1,148.6,8.6,172.3g
X4플러스,LM-X415,LG전자,2018. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,2 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,75.1,148.6,8.6,172.3g
X6 2019,LM-X625,LG전자,2019. 06,안드로이드 8.1 Oreo,,,6.26,IPS,720 x 1520 픽셀,269 ppi,,,,68.07 mm,143.7 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,3 GB,64 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,Dual LED,4608 x 3456 (15.9 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,3500 mAh,Li-Polymer,일체형,,,,-,,77,161.3,8.7,172g
X4 2019,LM-X420,LG전자,2019. 04,안드로이드 8.1 Oreo,,,5.7,IPS,720 x 1440 픽셀,282 ppi,,,,64.75 mm,129.5 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,2 GB,32 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4608 x 3456 (15.9 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,F/2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,3000 mAh,Li-Polymer,일체형,,,,-,,71.9,153,8.3,150g
X2 2019,LM-X220,LG전자,2019. 08,안드로이드 9.0 Pie,,,5.45,IPS,720 x 1440 픽셀,295 ppi,,,,61.91 mm,123.82 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300 MHz,Qualcomm Adreno 308,,,2 GB,32 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000 mAh,Li-Ion,분리형,,,,-,,71.5,147,8.2,147g
X2,LM-X210,LG전자,2018. 07,안드로이드 7.1.2 누가,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1300 MHz,Qualcomm Adreno 308,,,2 GB,16 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2500 mAh,Li-Ion,분리형,,,,-,,71.9,144.8,8.2,152g
X500,LGM-X320,LG전자,2017. 06,안드로이드 7.0 누가,,,5.5,IPS,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,2 GB,32 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500 mAh,Li-Polymer,일체형,,,,-,,78.1,154.7,8.4,164g
X401,LGM-X401,LG전자,2017. 11,미확인,,,5.3,미확인,720 x 1280,277 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800 mAh,,분리형,,,,-,,148.7,75.29,7.99,142g
X400,LGM-K121,LG전자,2017. 02,안드로이드 7.0 누가,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,MediaTek MT6750,8개 (64 비트),1500 MHz,ARM Mali-T860 MP2,,,2 GB,16 GB / 32 GB,,Micro SD,LTE,4G,802.11b/g/n,4.2,,나노유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2800 mAh,Li-Ion,분리형,,,,-,,75.3,148.7,7.99,144g
X300,LGM-K120,LG전자,2017. 01,안드로이드 7.0 누가,,,5,IPS,720 x 1280 픽셀,294 ppi,,,,62.26 mm,110.69 mm,,Qualcomm Snapdragon 425 MSM8917,4개 (64 비트),1400 MHz,Qualcomm Adreno 308,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),2560 x 1920 (4.9 메가픽셀),2560 x 1920 (4.9 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 mAh,Li-Ion,분리형,,,,-,,72.1,144.8,8.09,142g
엑스파워,LG-F750,LG전자,2016. 07,안드로이드 6.0 마시멜로우,,,5.3,IPS,720 x 1280 픽셀,277 ppi,,,,66 mm,117.33 mm,,MediaTek MT6735,4개 (64 비트),1300 MHz,ARM Mali-T720 MP2,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.2,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100 mAh,Li-Ion,분리형,,,,-,,74.9,148.9,7.9,139g
엑스5,LG-F770,LG전자,2016. 07,안드로이드 6.0 마시멜로우,,,5.5,IPS,720 x 1280 픽셀,267 ppi,,,,68.49 mm,121.76 mm,,,4개 ( 비트),1300 MHz,-,,,2 GB,16 GB,,Micro SD,LTE,4G,802.11b/g/n,4.2,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,4160 x 3120 (13 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800 mAh,Li-Ion,분리형,,,,-,,76.9,151.6,7.2,133g
X스킨,LG-F740,LG전자,2016. 06,미확인,,,5.3,미확인,720 x 1280,277 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,,,미확인,,,,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100 mAh,,분리형,,,,-,,-,-,-,122g
X캠,LG-F690,LG전자,2016. 06,안드로이드 6.0 마시멜로우,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,MediaTek MT6753,8개 (64 비트),1140 MHz,ARM Mali-T720 MP3,,,2 GB,16 GB,,미확인,3G,3G,미확인,4.2,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)30 FPS,,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520 mAh,Li-Ion,일체형,,,,-,,73.6,147.5,6.9,118g
X스크린,LG-F650,LG전자,2016. 03,안드로이드 6.0 마시멜로우,,,4.9,IPS,720 x 1280 픽셀,300 ppi,,,,61.39 mm,109.14 mm,,Qualcomm Snapdragon 410 MSM8916,4개 (64 비트),1200 MHz,Qualcomm Adreno 306,,,2 GB,16 GB,,미확인,LTE,4G,미확인,4.1,,나노유심 ,,,,,1920 x 1080 (-)30 FPS,LED,4160 x 3120 (13 메가픽셀),3264 x 2448 (8 메가픽셀),3264 x 2448 (8 메가픽셀)FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300 mAh,Li-Ion,일체형,,,,-,,71.8,142.6,7.1,120g
넥서스 5x,LG-H791,LG전자,2016. 03,안드로이드 6.0 마시멜로우 | 안드로이드 7.0 누가 | 안드로이드 7.1.1 누가 | 안드로이드 8.0 Oreo,,,5.2,IPS,1080 x 1920 픽셀,424 ppi,,,,64.75 mm,115.12 mm,,Qualcomm Snapdragon 808 MSM8992,6개 (64 비트),1800 MHz,Qualcomm Adreno 418,,,2 GB,16 GB / 32 GB,,미확인,LTE,4G,802.11a/b/g/n/ac,4.2,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)30 FPS,F/2,,,,,,,,,,,,,,,,,,,,지문인식,,,,,,,,,,2700 mAh,Li-Polymer,"급속충전
일체형",,,,-,,72.6,147,7.9,136g
옵티머스 LTE3,LG-F260,LG전자,2013. 03,Android,,,4.7,IPS,720 x 1280,312 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,2GB,,,Micro SD,LTE,4G,802.11a/b/g/n,,,마이크로 USB,,,,,(Full HD)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540 mAh,,분리형,,,,-,,68.2,131.7,9.6,133g
와인스마트 재즈,LG-F610,LG전자,2015. 09,안드로이드 5.1.1 롤리팝,,,3.2,LCD,320 x 480 픽셀,180 ppi,,,,45.09 mm,67.63 mm,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1100 MHz,Qualcomm Adreno 304,,,1 GB,4 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4.1,,마이크로유심 ,,,,,(-)FPS,,2048 x 1536 (3.2 메가픽셀),640 x 480 (0.3 메가픽셀),640 x 480 (0.3 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 mAh,Li-Ion,분리형,,,,-,,58.7,117.7,16.6,143g
와인 스마트,LG-F480,LG전자,2014. 09,안드로이드 4.4.2 KitKat,,,3.5,IPS,320 x 480 픽셀,165 ppi,,,,49.31 mm,73.97 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1 GB,4 GB,,Micro SD,LTE,4G,802.11a/b/g/n,4,,마이크로유심 ,,,,,1920 x 1080 (Full HD)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 mAh,Li-Ion,분리형,,,,-,,59.4,118.6,16.9,140.8g
와인스마트3G,LG-T480,LG전자,2015. 03,안드로이드 4.4.2 KitKat,,,3.5,IPS,320 x 480 픽셀,165 ppi,,,,49.31 mm,73.97 mm,,Qualcomm Snapdragon 400 MSM8926,4개 (32 비트),1200 MHz,Qualcomm Adreno 305,,,1 GB,4 GB,,미확인,LTE,4G,미확인,4,,마이크로유심 ,,,,,1920 x 1080 (-)30 FPS,LED,3264 x 2448 (8 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 mAh,Li-Ion,분리형,,,,-,,59.4,118.6,16.9,140.8g
LG폴더,LM-Y110,LG전자,2018. 03,미확인,,,3,미확인,240 x 400,155 ppi,,,,mm,mm,,,개 ( 비트),MHz,-,,,미확인,,,미확인,LTE,4G,미확인,,,,,,,,(-)FPS,,(0 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470 mAh,,분리형,,,,-,,112.7,54.1,17.4,130g
스마트폴더,LGM-X100,LG전자,2017. 10,안드로이드 7.1.1 누가,,,3.3,LCD,480 x 844 픽셀,294 ppi,,,,41.44 mm,72.86 mm,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1300 MHz,Qualcomm Adreno 304,,,2 GB,16 GB,,미확인,LTE,4G,미확인,4.2,,마이크로유심 ,,,,,1280 x 720 (-)30 FPS,,2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀),2592 x 1944 (5 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940 mAh,Li-Ion,분리형,,,,-,,58.7,117.6,16.9,142g
갤럭시 폴드,SM-F907,삼성전자,2019. 09,안드로이드 9.0 Pie,,,7.3,Dynamic AMOLED,2152 x 1536 픽셀,362 ppi,,,,150.92 mm,107.72 mm,,Qualcomm Snapdragon 855,8개 (64 비트),2840 MHz,Qualcomm Adreno 640,,,12 GB,512 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)60 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),4320 x 2432 (10.5 메가픽셀),4320 x 2432 (10.5 메가픽셀)30 FPS,F/1.5 - 2.4,"손떨림방지 카메라
듀얼픽셀 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4235 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,117.9,160.9,7.5,-
아이폰SE (2020),A2775,애플,2020. 05,iOS 13,,,4.7,IPS,750 x 1334 픽셀,326 ppi,,,,58.51 mm,104.06 mm,,Apple A13 Bionic APL1W85,6개 (64 비트),2650 MHz,-,,,3 GB,64 GB / 128 GB / 256 GB,,미확인,LTE,4G,미확인,5,,나노유심,,,,,3840 x 2160 (-)60 FPS,,4032 x 3024 (12.2 메가픽셀),3088 x 2320 (7.2 메가픽셀),3088 x 2320 (7.2 메가픽셀)30 FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,APPLE Pay,,,,,1821 mAh,Li-Ion,"급속충전
일체형",,,,무선충전 지원,,67.3,138.4,7.3,148g
갤럭시 A80,SM-A805,삼성전자,2019. 04,안드로이드 9.0 Pie,,,6.7,Super AMOLED,1080 x 2400 픽셀,393 ppi,,,,69.84 mm,155.19 mm,,Qualcomm Snapdragon 730,8개 (64 비트),2200 MHz,QUalcomm Adreno 618,,,8 GB,128 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,3840 x 2160 (-)30 FPS,Dual LED,8000 x 6000 (48 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,3700 mAh,Li-Polymer,"급속충전
일체형",,,,-,,76.5,165.2,9,-
갤럭시 Z 플립,SM-F700,삼성전자,2020. 02,안드로이드 10,,,6.7,Dynamic AMOLED,1080 x 2636 픽셀,425 ppi,,,,64.52 mm,157.48 mm,,Qualcomm Snapdragon 855 Plus,8개 (64 비트),2950 MHz,Qualcomm Adreno 640,,,8 GB,256 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,(-)60 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,F/1.8,,,,,,,,,,,,,,,,,,,,지문인식,,,,,samsung pay,,,,,3300 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,73.6,167.3,7.2,183g
갤럭시 S20,SM-G981,삼성전자,2020. 03,안드로이드 10,,,6.2,Dynamic AMOLED 2X,1440 x 3200 픽셀,563 ppi,,,,64.62 mm,143.61 mm,,Qualcomm Snapdragon 865,8개 (64 비트),2840 MHz,Qualcomm Adreno 650,,,12 GB,128 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 (-)30 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)30 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,69.1,151.7,7.9,163g
갤럭시 S20+,SM-G986,삼성전자,2020. 03,안드로이드 10,,,6.7,Dynamic AMOLED 2X,1440 x 3200 픽셀,524 ppi,,,,69.84 mm,155.19 mm,,Qualcomm Snapdragon 865,8개 (64 비트),2840 MHz,Qualcomm Adreno 650,,,12 GB,128 GB / 256 GB / 512 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 (-)24 FPS,Dual LED,4032 x 3024 (12.2 메가픽셀),10 MP (megapixels) (10 메가픽셀),10 MP (megapixels) (10 메가픽셀)60 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,samsung pay,,,,,4500 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,73.7,161.9,7.8,188g
갤럭시 S20 울트라,SM-G988,삼성전자,2020. 03,안드로이드 10,,,6.9,Dynamic AMOLED 2X,1440 x 3200 픽셀,509 ppi,,,,71.92 mm,159.82 mm,,Qualcomm Snapdragon 865,8개 (64 비트),2840 MHz,Qualcomm Adreno 650,,,12 | 16 GB,128 GB / 256 GB / 512 GB,,미확인,5G,5G,미확인,5,,나노유심 ,,,,,7680 x 4320 (-)30 FPS,Dual LED,12000 x 9000 (108 메가픽셀),7968 x 5480 (43.7 메가픽셀),7968 x 5480 (43.7 메가픽셀)30 FPS,F/1.8,"(광학줌)
손떨림방지 카메라",,,,,,,,,,,,,,,,,,,지문인식,,,,,SAMSUNG Pay,,,,,5000 mAh,Li-Polymer,"급속충전
일체형",,,,무선충전 지원,,76,166.9,8.8,222g
벨벳,LM-G900,LG전자,2020. 05,안드로이드 10,,,6.8,pOLED,1080 x 2460 픽셀,395 ppi,,,,69.43 mm,158.15 mm,,Qualcomm Snapdragon 765G,8개 (64 비트),2400 MHz,Qualcomm Adreno 620,,,8 GB,128 GB,,미확인,5G,5G,미확인,5.1,,나노유심 ,,,,,(-)30 FPS,Dual LED,8000 x 6000 (48 메가픽셀),4608 x 3456 (15.9 메가픽셀),4608 x 3456 (15.9 메가픽셀)FPS,F/1.8,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4300 mAh,Li-Polymer,"급속충전
일체형",,,,-,,74.1,167.1,7.85,180g
Q51,LM-Q510,LG전자,2020. 02,안드로이드 10,,,6.5,IPS,720 x 1520 픽셀,259 ppi,,,,70.68 mm,149.21 mm,,MediaTek Helio P22 (MT6762),8개 (64 비트),2000 MHz,PowerVR GE8320,,,3 GB,32 GB,,미확인,LTE,4G,미확인,5,,나노유심 ,,,,,(-)30 FPS,Dual LED,4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀),4160 x 3120 (13 메가픽셀)FPS,F/2.2,손떨림방지 카메라,,,,,,,,,,,,,,,,,,,지문인식,,,,,LG Pay,,,,,4000 mAh,Li-Polymer,"급속충전
일체형",,,,-,,77.9,166.9,8.4,204g
LG폴더2,LM-Y120,LG전자,2020. 04,안드로이드 8.0 Oreo,,,2.8,TFT,240 x 320 픽셀,143 ppi,,,,42.67 mm,56.9 mm,,Qualcomm Snapdragon 210 MSM8909,4개 (32 비트),1300 MHz,Qualcomm Adreno 304,,,1 GB,8 GB,,미확인,LTE,4G,미확인,4.2,,나노유심 ,,,,,(-)FPS,,1920 x 1080 (2.1 메가픽셀),(0 메가픽셀),(0 메가픽셀)FPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470 mAh,Li-Ion,분리형,,,,-,,55,107.9,18,127g
